Date,volatility,momentum,price_strength,volume,breadth,safe_haven,sentiment_index,grade
2019-06-21,79.03178053946687,74.09798911036862,73.40128823319385,99.81802960719241,95.96754594031154,76.24195876532013,83.1,극도의 탐욕
2019-06-24,82.56782561565268,74.22635288407722,80.93947081198945,99.84484291151661,93.22860254158996,81.67095302521514,85.4,극도의 탐욕
2019-06-25,81.93329774320519,72.31803010529002,81.69411512377309,99.7001337155088,91.121033625703,81.22782476745134,84.7,극도의 탐욕
2019-06-26,81.6830476488972,72.20678005632526,85.97901583602949,98.59313737296715,90.5389057703362,81.20930284495932,85.0,극도의 탐욕
2019-06-27,90.10017260397551,76.30434074168728,92.09060705638328,86.59869336631128,92.05737258418543,91.60826856445728,88.1,극도의 탐욕
2019-06-28,90.26929545541441,74.68922204100745,90.72035809101332,75.26434538205466,81.3799278625203,87.24157342309451,83.3,극도의 탐욕
2019-07-01,89.86255346541199,74.04739970171791,91.00062204542867,53.36075850314007,72.46602180095027,88.37412423318634,78.2,탐욕
2019-07-02,92.88519247902772,70.81046347888244,87.91387058925307,34.67990078528837,66.76851042619376,78.7721654219169,72.0,탐욕
2019-07-03,86.255244786319,60.05131902506181,73.42462935955662,17.248075750793152,45.47949159588086,67.91907436085461,58.4,중립
2019-07-04,84.8841998977501,65.0225649017931,81.57979554581942,7.56534932338416,63.64676537616529,72.64968628826807,62.6,탐욕
2019-07-05,84.71672224988369,65.35673238568795,82.41213796612672,4.9536263147529045,69.21210148857823,71.63851209058134,63.0,탐욕
2019-07-08,68.44440880040906,45.187476448741194,48.351634653661414,7.637997046458535,28.79384260660171,41.91450921635011,40.1,중립
2019-07-09,69.74283362141114,39.780555897886835,38.158002693699835,7.78951728559827,8.848115002207363,30.698501623588882,32.5,공포
2019-07-10,68.4798230064377,42.54323396845682,43.478499640147305,4.982810306973694,8.984945829947055,40.08339890217938,34.8,공포
2019-07-11,61.21675838738261,51.69438306527917,61.371222131486846,4.256477200565147,23.052170141232054,50.493031470950314,42.0,중립
2019-07-12,61.11595731144647,54.11615896746936,65.9729959939513,3.508202700526744,26.449456953939492,58.33807011734208,44.9,중립
2019-07-15,61.049405397935956,52.05275673208659,62.434280333828596,2.9646238985632154,26.457149916327783,57.672742451004744,43.8,중립
2019-07-16,60.60319202742378,55.925038057258256,69.54506633766371,8.94060317946837,32.497973603674936,57.612565175405415,47.5,중립
2019-07-17,66.17952796614247,47.41372764807624,53.97879325945911,37.30426899338165,17.801003532244103,38.50002589681294,43.5,중립
2019-07-18,66.97691227759597,44.6028624131583,48.37010302705203,57.537526188646545,17.169363300423672,31.876403190485274,44.4,중립
2019-07-19,55.0508269079507,56.7690293360409,71.00540447097808,64.1538305962158,32.85493502093564,42.207026519937735,53.7,중립
2019-07-22,55.0184240902286,56.22187629437345,70.05815980285273,59.61699293971806,35.57943125560383,42.39026395877775,53.1,중립
2019-07-23,53.99507431845312,59.67544749811844,75.65524643764148,55.565875751462514,54.010971148042856,45.271289991817135,57.4,중립
2019-07-24,50.05162877755218,51.322726695348244,60.96566270824317,61.761620499122614,35.6674902264686,35.260323340276386,49.2,중립
2019-07-25,52.32107317980711,47.90792096148561,54.239555098178194,77.11672438751262,31.095270120854686,25.981301804663254,48.1,중립
2019-07-26,51.95802103479738,44.39741193764509,47.0471298714204,88.93581027100197,52.05525894450251,24.87244694520137,51.5,중립
2019-07-29,39.06073897560679,29.371986021166357,19.18171563272851,96.29386724784952,37.14616106710124,13.827951860694915,39.1,공포
2019-07-30,37.110598770966554,33.37628559405904,25.002320685960516,92.41838602061645,38.65256000277271,18.282425444521223,40.8,중립
2019-07-31,41.18536003246427,28.257343818279512,16.339754925319923,75.55400520050159,19.54374590074343,23.65620503601709,34.1,공포
2019-08-01,44.356073077884005,26.006831758638672,12.727620083934799,62.675436686126005,14.625412791586601,19.078709329044347,29.9,공포
2019-08-02,42.424560447252645,20.03753746391437,6.040063600829844,47.84163077466075,11.99731056688164,12.134106355589857,23.4,공포
2019-08-05,35.254568466191046,8.276477032988282,5.023319790344037,47.850737143026365,4.8973826941497,7.522201591427822,18.1,극도의 공포
2019-08-06,29.496836727148377,4.637798615295115,5.115987465501096,59.405201185210764,4.6213802096046575,5.052710239678649,18.1,극도의 공포
2019-08-07,31.522638258021658,4.181267912524256,5.222489319212519,65.23868614515442,4.729433957927763,3.597068063240721,19.1,극도의 공포
2019-08-08,36.912462602157305,5.73926619621597,7.674416758698845,80.8270239633937,2.4196116520467803,3.2806608630102394,22.8,공포
2019-08-09,31.912893765550834,8.695810033076468,12.995643351975072,88.37158074368844,5.195289536210587,4.4104600137166985,25.3,공포
2019-08-12,30.75607678563786,9.996134937089762,14.827583033448805,76.52582219413833,4.714505682204176,5.217782252809414,23.7,공포
2019-08-13,32.890503217189604,7.590264684590728,9.196221062952636,70.78371938517081,4.933736337151448,2.654165150503012,21.3,공포
2019-08-14,29.879121250959145,10.284992430301449,13.348285145011317,66.89867997125768,8.27007298843913,5.799441341474573,22.4,공포
2019-08-16,29.822847490084442,8.712204382415855,9.673542596596969,34.63701397201927,8.214876958093893,5.7287933798598925,16.1,극도의 공포
2019-08-19,38.260532064265874,11.686903437181751,14.071446050766012,19.55187245355765,16.83924905179712,4.9762178795262315,17.6,극도의 공포
2019-08-20,30.14098749198513,17.25360745750537,23.40923449465025,19.99223229725185,21.7596541958613,7.978461265586118,20.1,공포
2019-08-21,31.176966308957716,19.194930921013448,25.815232394110065,8.935908977128705,27.49071268363786,9.4768259885682,20.3,공포
2019-08-22,32.23960062985742,16.031365704369982,18.801846960902907,3.785312653918223,25.87505044880107,9.97907220765022,17.8,극도의 공포
2019-08-23,32.277888355908104,15.917485030414097,17.418502138372595,3.9168015576268074,30.747904560523065,12.92208253438672,18.9,극도의 공포
2019-08-26,25.69634950166342,9.4216313741119,6.8125363302721205,2.2242719133125,38.014000827088005,6.860884849246158,14.8,극도의 공포
2019-08-27,32.14287269938049,11.56443950692047,8.85718653339833,2.2957466128752486,58.27119264877596,16.771165489294926,21.7,공포
2019-08-28,29.262307087139106,16.06790022505345,14.28001202014893,1.6787740802458935,70.76743808987635,20.39452411030763,25.4,공포
2019-08-29,30.165594006310997,14.655453499308912,11.433576735831963,0.939406179093858,61.055536434378034,22.20978224646513,23.4,공포
2019-08-30,17.492544819621585,25.53408944585839,27.14328831168758,0.7793079872447418,68.81611743940587,37.971180462828514,29.6,공포
2019-09-02,19.70896590894054,26.626505106753594,27.893510532855764,0.6763278953386371,67.41230203570241,53.52505384888707,32.6,공포
2019-09-03,46.78619091972618,26.001433817081278,25.87017764610527,0.5720656733924698,74.63010917109828,76.87192406609971,41.8,중립
2019-09-04,55.327099832825304,35.23519661576242,40.110844285559985,1.6091854190533383,77.92432108060028,90.94807248637004,50.2,중립
2019-09-05,55.5555312997618,42.43289594807991,51.223023543607404,8.017926366457989,86.68309100209918,94.79347912298817,56.5,중립
2019-09-06,56.24381945032383,44.74858498910565,54.20190072446325,16.906903120559825,84.97995018923676,93.64310957131767,58.5,중립
2019-09-09,58.32533048588079,49.73147447636268,61.23422700094308,46.36261185446992,82.62023667102353,91.35929007378618,64.9,탐욕
2019-09-10,57.51480787719691,55.53960704682601,69.17780703054581,63.50571080123872,84.36323595208775,92.97553870144483,70.5,탐욕
2019-09-11,62.80826667708558,63.1016916335586,78.68813163417326,78.414546428514,92.0214504323101,97.15073051070448,78.7,탐욕
2019-09-16,63.00255408971563,68.59556252537391,84.50358243072802,83.75389054471286,93.78847763248845,98.15561517699152,82.0,극도의 탐욕
2019-09-17,67.10188368851902,68.9308661088951,84.40234145948229,90.09218246824186,98.8902345510226,98.75804401461984,84.7,극도의 탐욕
2019-09-18,67.74190467956402,72.29437251326712,87.44402056690916,92.8529428861649,98.8202093723739,98.24363146981906,86.2,극도의 탐욕
2019-09-19,70.64663304491094,75.83342285806066,90.36962563027502,91.78739381901244,98.69428784785408,97.16144708069707,87.4,극도의 탐욕
2019-09-20,70.47023890367429,79.55412964310233,93.08053929286737,95.323745236332,99.25017437605229,96.88564967841482,89.1,극도의 탐욕
2019-09-23,75.61701740511973,79.70442798415283,92.93927125814434,92.86384065398421,99.11228942114555,97.73198108812296,89.7,극도의 탐욕
2019-09-24,77.07347456652786,82.39919686469221,94.68649642612814,91.9538000692234,99.0455757986638,98.0106827137389,90.5,극도의 탐욕
2019-09-25,83.15156804107573,73.65905333108955,87.16528145954075,88.91091544226155,94.77584420742576,98.51381659926174,87.7,극도의 탐욕
2019-09-26,82.83906770542433,74.14081614353782,87.37428836194636,85.0638275760309,93.10784742073125,97.85774981337879,86.7,극도의 탐욕
2019-09-27,72.85948869923932,65.03863392259817,76.49448870360477,57.23623602633615,77.03455695255528,94.33161334346516,73.8,탐욕
2019-09-30,74.97071554012844,70.31134993769507,82.60542106182325,45.67577892712551,79.63476315577304,96.49556031812358,74.9,탐욕
2019-10-01,85.61994015405824,73.919349218294,86.21282548133435,28.67881223647963,79.20984478936575,94.10959471178214,74.6,탐욕
2019-10-02,61.4514296456649,58.435213534176945,65.60086012554207,9.729694528485716,50.07766463123351,85.54808600051759,55.1,중립
2019-10-04,59.47245225247062,54.27285109103723,58.36205048652282,8.16312135165318,35.306603133196745,79.19785039101468,49.1,중립
2019-10-07,65.89661689956682,55.39104702743182,59.07725747480064,10.163807502142236,28.355956498500756,72.49713564796471,48.6,중립
2019-10-08,61.9323425119677,66.17811114859393,76.13748665387403,17.310381428908606,42.52223503161257,76.17236888869627,56.7,중립
2019-10-10,56.94133517148989,59.36050039329527,66.13282408565131,20.562695225045562,31.17887910111119,70.00778942691967,50.7,중립
2019-10-11,55.108349148170596,66.6780707061278,80.96028718265897,20.278640076959313,34.8193651662923,74.95740034243362,55.5,중립
2019-10-14,50.85935124806539,75.5168804359906,94.2593923809983,29.426669286494416,40.59229095383912,76.88219905433829,61.3,탐욕
2019-10-15,54.30037783182923,76.07878352468184,94.94962793672613,42.87185028301182,40.88335157273743,71.58768097151523,63.4,탐욕
2019-10-16,53.88267886356562,80.96013061092526,98.05223504613379,51.28276917543542,43.34619240994623,67.4093834513071,65.8,탐욕
2019-10-17,53.54349957205278,79.7310708063249,97.68771511856428,42.16947730852692,53.181543309151024,69.05408250628,65.9,탐욕
2019-10-18,50.57226603245736,74.3956152214665,94.56800382890049,59.62110916058778,44.880069948707295,62.77240568949964,64.5,탐욕
2019-10-21,51.38997676392163,76.12369150130317,95.36819164382052,66.3087041623185,57.89959025624536,65.90812086752224,68.8,탐욕
2019-10-22,45.079207556094026,83.55626872658644,98.53005511796452,72.32220076565127,62.2200953821782,69.88164020586044,71.9,탐욕
2019-10-23,43.98204002382453,81.35360692159946,97.60639158320764,62.56177518406842,54.07431760880069,67.06183666921433,67.8,탐욕
2019-10-24,44.4911293716995,82.90754675242292,98.05174920892316,72.43448887488637,77.58166787476559,64.43633774560786,73.3,탐욕
2019-10-25,54.0251392553546,83.62326163183317,98.1541498099158,63.59809995558218,83.95077922516671,76.06192792133548,76.6,탐욕
2019-10-28,53.39389919151633,85.16289914786586,98.54596728682684,29.81679976669252,84.72494214215783,81.27083826574999,72.2,탐욕
2019-10-29,62.68041955554158,84.94360682304003,98.36990483476595,15.65659417390698,77.58898439489005,86.56553106524667,71.0,탐욕
2019-10-30,61.6387479032039,81.55573743772177,96.81831969426247,13.609611463137394,81.15807469779139,79.30255520924536,69.0,탐욕
2019-10-31,62.35240244438721,82.61444139252218,97.16433176918737,19.35646221493984,76.27472690308237,74.19076866133287,68.7,탐욕
2019-11-01,83.69273054654865,86.99766549067559,98.72190540505272,25.440694147348346,73.31560364265074,87.85762417517554,76.0,탐욕
2019-11-04,78.95320566231686,92.78800445790523,99.7571031889633,45.57621144190541,83.39049119549016,96.74268383391087,82.9,극도의 탐욕
2019-11-05,78.60817252689294,94.49612622656977,99.87243715665912,48.40744317644764,82.6516924261424,97.34289152645981,83.6,극도의 탐욕
2019-11-06,83.17039464976642,94.69158422523897,99.86183204606527,48.790759954052035,85.74095681866707,94.92781385467205,84.5,극도의 탐욕
2019-11-07,89.02200204604218,94.68369028913037,99.83582127635499,45.534374809575056,94.03165989510349,96.0956348506931,86.5,극도의 탐욕
2019-11-08,88.92754274290569,93.6391528446613,99.70209369532125,57.870431191405395,90.17917342801927,92.79692431756055,87.2,극도의 탐욕
2019-11-11,89.97531311012699,91.4360188377105,99.29515044032924,69.86343778297507,73.52143653720263,85.88846451907503,85.0,극도의 탐욕
2019-11-12,88.69208815718196,93.89178168273284,99.6851251384364,83.87891834330338,85.6742373949933,90.23893852543334,90.3,극도의 탐욕
2019-11-13,85.88793354035592,90.64635621731031,99.03420799035182,94.05836931981769,70.12962758276518,80.96809832130326,86.8,극도의 탐욕
2019-11-14,84.72346840556655,93.31098881941956,99.55206878280217,94.78827253732284,75.69436743256797,83.28198810934076,88.6,극도의 탐욕
2019-11-15,87.03077178268587,95.9432984999822,99.85679652810845,93.72960549684568,80.45723520075802,90.82627166789867,91.3,극도의 탐욕
2019-11-18,86.66960536721287,95.56604440116466,99.80919379787893,90.01992785398376,79.95358727252042,87.64187587384022,89.9,극도의 탐욕
2019-11-19,90.2850066699987,94.45352534377618,99.6589182562505,94.17446340809714,82.53738137807944,77.37409698827187,89.7,극도의 탐욕
2019-11-20,79.44697416359298,89.51385896750273,98.5060320343718,89.09995725173768,65.12410772502155,68.79017740938,81.7,극도의 탐욕
2019-11-21,62.59115216703849,81.84672511667385,94.9617384334532,88.65804727664333,42.060441312154886,56.78676542404435,71.2,탐욕
2019-11-22,61.891305761582174,83.19745066617881,95.71957124388182,83.8916863140522,29.18558070651205,57.26061510667615,68.5,탐욕
2019-11-25,52.94054901243623,88.49368812683498,98.09939932527408,75.16356611587926,34.293442041654785,58.99700560259005,68.0,탐욕
2019-11-26,52.25388415360506,87.6735378994421,97.78655905096831,45.25934318878585,32.74537498956761,56.015386935715924,62.0,탐욕
2019-11-27,56.0843657224036,88.85670542331793,98.20229684992768,27.792968398673086,36.267375101801406,61.7672971344752,61.5,탐욕
2019-11-28,52.709513202917144,86.26754027253337,97.22093429809918,13.651089831582263,35.444222524168886,58.00642563308567,57.2,중립
2019-11-29,36.165706243537976,76.34455938219644,91.51552224902066,9.589086978216221,28.985752453614943,38.06648942908606,46.8,중립
2019-12-02,58.09834186429415,77.44645602647083,92.34572878105574,9.80996726027355,22.99862523757849,27.42884736389356,48.0,중립
2019-12-03,62.32070188335611,74.27715202783368,90.02791334996442,6.541291385006975,26.341139411575305,23.878122770495917,47.2,중립
2019-12-04,59.02417502284475,67.81719600409528,84.47805440039653,6.289170687796091,14.632238878823939,16.648262054120867,41.5,중립
2019-12-05,58.69564744733646,64.02044235520825,80.72033423903062,10.922029673880884,5.958237491417248,15.326793419463547,39.3,공포
2019-12-06,43.1459624576076,72.86902506078638,88.87397206883175,12.499248180644612,13.173013017932501,23.863688594828076,42.4,중립
2019-12-09,43.66024604502766,75.38535149699823,90.73981417867904,15.446661354219094,17.535562588235564,31.23646572276555,45.7,중립
